2753801.000000,74.000000
2753820.000000,74.000000
2753820.020000,70.000000
2753845.000000,74.000000
2753845.020000,70.000000
2753845.040000,67.000000
2753861.000000,74.000000
2753861.020000,70.000000
2753861.040000,67.000000
2753861.060000,71.000000
2753880.000000,74.000000
2753880.020000,70.000000
2753880.040000,67.000000
2753880.060000,71.000000
2753880.080000,68.000000
2753900.000000,74.000000
2753900.020000,70.000000
2753900.040000,67.000000
2753900.060000,71.000000
2753900.080000,68.000000
2753900.100000,73.000000
2753920.000000,74.000000
2753920.020000,70.000000
2753920.040000,67.000000
2753920.060000,71.000000
2753920.080000,68.000000
2753920.100000,73.000000
2753920.120000,71.000000
2753940.000000,74.000000
2753940.020000,70.000000
2753940.040000,67.000000
2753940.060000,71.000000
2753940.080000,68.000000
2753940.100000,73.000000
2753940.120000,71.000000
2753940.140000,70.000000
2753960.000000,74.000000
2753960.020000,70.000000
2753960.040000,67.000000
2753960.060000,71.000000
2753960.080000,68.000000
2753960.100000,73.000000
2753960.120000,71.000000
2753960.140000,70.000000
2753960.160000,69.000000
2753980.000000,74.000000
2753980.020000,70.000000
2753980.040000,67.000000
2753980.060000,71.000000
2753980.080000,68.000000
2753980.100000,73.000000
2753980.120000,71.000000
2753980.140000,70.000000
2753980.160000,69.000000
2753980.180000,70.000000
2754000.000000,74.000000
2754000.020000,70.000000
2754000.040000,67.000000
2754000.060000,71.000000
2754000.080000,68.000000
2754000.100000,73.000000
2754000.120000,71.000000
2754000.140000,70.000000
2754000.160000,69.000000
2754000.180000,70.000000
2754000.200000,75.000000
2754020.000000,74.000000
2754020.020000,70.000000
2754020.040000,67.000000
2754020.060000,71.000000
2754020.080000,68.000000
2754020.100000,73.000000
2754020.120000,71.000000
2754020.140000,70.000000
2754020.160000,69.000000
2754020.180000,70.000000
2754020.200000,75.000000
2754020.220000,70.000000
2754040.000000,74.000000
2754040.020000,70.000000
2754040.040000,67.000000
2754040.060000,71.000000
2754040.080000,68.000000
2754040.100000,73.000000
2754040.120000,71.000000
2754040.140000,70.000000
2754040.160000,69.000000
2754040.180000,70.000000
2754040.200000,75.000000
2754040.220000,70.000000
2754040.240000,71.000000
2754060.000000,74.000000
2754060.020000,70.000000
2754060.040000,67.000000
2754060.060000,71.000000
2754060.080000,68.000000
2754060.100000,73.000000
2754060.120000,71.000000
2754060.140000,70.000000
2754060.160000,69.000000
2754060.180000,70.000000
2754060.200000,75.000000
2754060.220000,70.000000
2754060.240000,71.000000
2754060.260000,69.000000
2754080.000000,74.000000
2754080.020000,70.000000
2754080.040000,67.000000
2754080.060000,71.000000
2754080.080000,68.000000
2754080.100000,73.000000
2754080.120000,71.000000
2754080.140000,70.000000
2754080.160000,69.000000
2754080.180000,70.000000
2754080.200000,75.000000
2754080.220000,70.000000
2754080.240000,71.000000
2754080.260000,69.000000
2754080.280000,70.000000
2754100.000000,74.000000
2754100.020000,70.000000
2754100.040000,67.000000
2754100.060000,71.000000
2754100.080000,68.000000
2754100.100000,73.000000
2754100.120000,71.000000
2754100.140000,70.000000
2754100.160000,69.000000
2754100.180000,70.000000
2754100.200000,75.000000
2754100.220000,70.000000
2754100.240000,71.000000
2754100.260000,69.000000
2754100.280000,70.000000
2754100.300000,70.000000
2754120.000000,74.000000
2754120.020000,70.000000
2754120.040000,67.000000
2754120.060000,71.000000
2754120.080000,68.000000
2754120.100000,73.000000
2754120.120000,71.000000
2754120.140000,70.000000
2754120.160000,69.000000
2754120.180000,70.000000
2754120.200000,75.000000
2754120.220000,70.000000
2754120.240000,71.000000
2754120.260000,69.000000
2754120.280000,70.000000
2754120.300000,70.000000
2754120.320000,75.000000
2754140.000000,74.000000
2754140.020000,70.000000
